side,cone_id,x,y
L,0,5.343493,1.748676
L,1,8.085360,1.792715
L,2,12.948744,1.570711
L,3,17.138357,1.584255
L,4,21.139851,1.504252
L,5,23.605694,1.888194
L,6,25.422165,2.805409
L,7,27.014832,4.990178
L,8,28.205057,7.897532
L,9,27.688765,10.187332
L,10,26.599464,11.674110
L,11,24.386808,14.783519
L,12,23.410402,18.482794
L,13,23.759642,21.736134
L,14,24.913311,24.761343
L,15,25.326912,27.392847
L,16,24.128672,29.957024
L,17,22.101908,31.756973
L,18,19.779579,32.707489
L,19,16.905279,33.213276
L,20,14.172416,33.247028
L,21,10.196631,30.137972
L,22,7.366684,27.564636
L,23,3.620946,25.739313
L,24,0.340057,24.243517
L,25,-3.423947,23.020330
L,26,-7.408765,22.155128
L,27,-11.247038,22.364979
L,28,-13.840016,22.869497
L,29,-15.864871,24.072426
L,30,-17.570061,25.495405
L,31,-19.056078,27.920372
L,32,-19.571095,30.036594
L,33,-19.234894,32.351566
L,34,-18.396568,34.890301
L,35,-16.702883,37.915245
L,36,-14.657316,40.794601
L,37,-11.947461,43.718075
L,38,-9.174372,46.436691
L,39,-5.301099,49.181351
L,40,-0.988615,51.574654
L,41,3.772920,53.409153
L,42,8.642370,54.213917
L,43,13.781098,54.622459
L,44,16.586124,53.891685
L,45,18.594912,53.078915
L,46,22.005093,51.481590
L,47,26.544815,49.278927
L,48,30.022230,47.345764
L,49,33.833366,45.041714
L,50,36.835133,42.440418
L,51,38.345020,39.346069
L,52,39.325180,37.628975
L,53,40.436764,36.528881
L,54,44.957825,34.348099
L,55,49.314392,32.383430
L,56,51.665043,30.038904
L,57,54.160027,26.908195
L,58,55.394367,24.796488
L,59,56.593857,22.276773
L,60,56.945240,20.158949
L,61,56.395149,17.720242
L,62,55.386814,15.419901
L,63,54.378506,13.441948
L,64,53.613888,11.224513
L,65,52.472675,7.409979
L,66,50.627480,3.590421
L,67,47.456398,-0.487864
L,68,44.260876,-4.080171
L,69,41.525761,-6.512357
L,70,38.256790,-8.497484
L,71,34.438419,-10.586342
L,72,30.389029,-12.733751
L,73,26.377150,-14.879433
L,74,22.584888,-16.851141
L,75,18.527645,-18.957691
L,76,14.536829,-21.033152
L,77,10.382286,-23.168457
L,78,6.561673,-25.092892
L,79,2.536154,-27.086420
L,80,-1.576632,-28.985672
L,81,-6.597477,-30.627621
L,82,-10.430313,-31.140211
L,83,-12.332256,-30.938055
L,84,-14.118118,-30.397778
L,85,-16.107851,-29.210861
L,86,-17.679523,-27.533724
L,87,-18.338266,-25.700388
L,88,-18.786194,-23.848417
L,89,-19.076969,-20.173504
L,90,-18.832584,-16.263567
L,91,-17.710209,-11.929979
L,92,-16.110140,-8.399508
L,93,-13.453465,-4.736854
L,94,-10.027867,-1.504579
L,95,-6.082009,0.374835
L,96,-2.102599,1.305732
